ncm,capitulo,marca_aec,res_1_2022_agosto,res_26_2022_octubre,entrada,salida
8438.10.00,84,BK,si,si,2022-08-25,2023-12-27
8438.20.11,84,BK,no,si,2022-10-04,2023-12-27
8438.20.19,84,BK,no,si,2022-10-04,2023-12-27
8438.20.90,84,BK,no,si,2022-10-04,2023-12-27
8438.30.00,84,BK,no,si,2022-10-04,2023-12-27
8438.40.00,84,BK,si,si,2022-08-25,2023-12-27
8438.50.00,84,BK,si,si,2022-08-25,2023-12-27
8438.60.00,84,BK,no,si,2022-10-04,2023-12-27
8438.80.10,84,BK,no,si,2022-10-04,2023-12-27
8438.80.20,84,BK,no,si,2022-10-04,2023-12-27
8438.80.90,84,BK,no,si,2022-10-04,2023-12-27
8438.90.00,84,BK,no,si,2022-10-04,2023-12-27
8439.10.10,84,BK,no,si,2022-10-04,2023-12-27
8439.10.20,84,BK,no,si,2022-10-04,2023-12-27
8439.10.30,84,BK,no,si,2022-10-04,2023-12-27
8439.10.90,84,BK,no,si,2022-10-04,2023-12-27
8439.20.00,84,BK,no,si,2022-10-04,2023-12-27
8439.30.10,84,BK,no,si,2022-10-04,2023-12-27
8439.30.20,84,BK,no,si,2022-10-04,2023-12-27
8439.30.30,84,BK,no,si,2022-10-04,2023-12-27
8439.30.90,84,BK,no,si,2022-10-04,2023-12-27
8439.91.00,84,BK,no,si,2022-10-04,2023-12-27
8439.99.10,84,BK,no,si,2022-10-04,2023-12-27
8439.99.90,84,BK,no,si,2022-10-04,2023-12-27
8440.10.11,84,BK,no,si,2022-10-04,2023-12-27
8440.10.19,84,BK,no,si,2022-10-04,2023-12-27
8440.10.20,84,BK,no,si,2022-10-04,2023-12-27
8440.10.90,84,BK,no,si,2022-10-04,2023-12-27
8440.90.00,84,BK,no,si,2022-10-04,2023-12-27
8441.10.10,84,BK,no,si,2022-10-04,2023-12-27
8441.10.90,84,BK,no,si,2022-10-04,2023-12-27
8441.20.00,84,BK,no,si,2022-10-04,2023-12-27
8441.30.10,84,BK,no,si,2022-10-04,2023-12-27
8441.30.90,84,BK,no,si,2022-10-04,2023-12-27
8441.40.00,84,BK,no,si,2022-10-04,2023-12-27
8441.80.00,84,BK,no,si,2022-10-04,2023-12-27
8441.90.00,84,BK,no,si,2022-10-04,2023-12-27
8442.30.10,84,BK,no,si,2022-10-04,2023-12-27
8442.30.20,84,BK,no,si,2022-10-04,2023-12-27
8442.30.90,84,BK,no,si,2022-10-04,2023-12-27
8442.40.10,84,BK,no,si,2022-10-04,2023-12-27
8442.40.20,84,BK,no,si,2022-10-04,2023-12-27
8442.40.90,84,BK,no,si,2022-10-04,2023-12-27
8442.50.00,84,BK,no,si,2022-10-04,2023-12-27
8443.11.10,84,BK,no,si,2022-10-04,2023-12-27
8443.11.90,84,BK,no,si,2022-10-04,2023-12-27
8443.12.00,84,BK,no,si,2022-10-04,2023-12-27
8443.13.10,84,BK,no,si,2022-10-04,2023-12-27
8443.13.21,84,BK,no,si,2022-10-04,2023-12-27
8443.13.29,84,BK,no,si,2022-10-04,2023-12-27
8443.13.90,84,BK,no,si,2022-10-04,2023-12-27
8443.14.00,84,BK,no,si,2022-10-04,2023-12-27
8443.15.00,84,BK,no,si,2022-10-04,2023-12-27
8443.16.00,84,BK,no,si,2022-10-04,2023-12-27
8443.17.10,84,BK,no,si,2022-10-04,2023-12-27
8443.17.90,84,BK,no,si,2022-10-04,2023-12-27
8443.19.10,84,BK,no,si,2022-10-04,2023-12-27
8443.19.90,84,BK,no,si,2022-10-04,2023-12-27
8443.31.11,84,BIT,no,si,2022-10-04,2023-12-27
8443.31.12,84,BIT,no,si,2022-10-04,2023-12-27
8443.31.13,84,BIT,no,si,2022-10-04,2023-12-27
8443.31.14,84,BIT,no,si,2022-10-04,2023-12-27
8443.31.15,84,BIT,no,si,2022-10-04,2023-12-27
8443.31.16,84,BIT,no,si,2022-10-04,2023-12-27
8443.31.19,84,BIT,no,si,2022-10-04,2023-12-27
8443.31.91,84,BIT,no,si,2022-10-04,2023-12-27
8443.31.99,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.21,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.22,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.23,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.29,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.31,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.32,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.33,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.34,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.35,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.36,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.37,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.38,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.39,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.40,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.51,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.52,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.59,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.91,84,BIT,no,si,2022-10-04,2023-12-27
8443.32.99,84,BIT,no,si,2022-10-04,2023-12-27
8443.39.10,84,BK,no,si,2022-10-04,2023-12-27
8443.39.21,84,BK,no,si,2022-10-04,2023-12-27
8443.39.28,84,BK,no,si,2022-10-04,2023-12-27
8443.39.29,84,BK,no,si,2022-10-04,2023-12-27
8443.39.30,84,BK,no,si,2022-10-04,2023-12-27
8443.39.90,84,BK,no,si,2022-10-04,2023-12-27
8443.91.10,84,BK,no,si,2022-10-04,2023-12-27
8443.91.91,84,BK,no,si,2022-10-04,2023-12-27
8443.91.92,84,BK,no,si,2022-10-04,2023-12-27
8443.91.99,84,BK,no,si,2022-10-04,2023-12-27
8443.99.11,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.12,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.19,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.21,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.22,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.23,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.29,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.31,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.32,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.33,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.39,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.41,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.42,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.49,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.50,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.60,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.70,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.80,84,BIT,no,si,2022-10-04,2023-12-27
8443.99.90,84,BIT,no,si,2022-10-04,2023-12-27
8444.00.10,84,BK,no,si,2022-10-04,2023-12-27
8444.00.20,84,BK,no,si,2022-10-04,2023-12-27
8444.00.90,84,BK,no,si,2022-10-04,2023-12-27
8445.11.10,84,BK,no,si,2022-10-04,2023-12-27
8445.11.20,84,BK,no,si,2022-10-04,2023-12-27
8445.11.90,84,BK,no,si,2022-10-04,2023-12-27
8445.12.00,84,BK,no,si,2022-10-04,2023-12-27
8445.13.00,84,BK,no,si,2022-10-04,2023-12-27
8445.19.10,84,BK,no,si,2022-10-04,2023-12-27
8445.19.21,84,BK,no,si,2022-10-04,2023-12-27
8445.19.22,84,BK,no,si,2022-10-04,2023-12-27
8445.19.23,84,BK,no,si,2022-10-04,2023-12-27
8445.19.24,84,BK,no,si,2022-10-04,2023-12-27
8445.19.25,84,BK,no,si,2022-10-04,2023-12-27
8445.19.26,84,BK,no,si,2022-10-04,2023-12-27
8445.19.27,84,BK,no,si,2022-10-04,2023-12-27
8445.19.29,84,BK,no,si,2022-10-04,2023-12-27
8445.20.00,84,BK,no,si,2022-10-04,2023-12-27
8445.30.10,84,BK,no,si,2022-10-04,2023-12-27
8445.30.90,84,BK,no,si,2022-10-04,2023-12-27
8445.40.11,84,BK,no,si,2022-10-04,2023-12-27
8445.40.12,84,BK,no,si,2022-10-04,2023-12-27
8445.40.18,84,BK,no,si,2022-10-04,2023-12-27
8445.40.19,84,BK,no,si,2022-10-04,2023-12-27
8445.40.21,84,BK,no,si,2022-10-04,2023-12-27
8445.40.29,84,BK,no,si,2022-10-04,2023-12-27
8445.40.31,84,BK,no,si,2022-10-04,2023-12-27
8445.40.39,84,BK,no,si,2022-10-04,2023-12-27
8445.40.40,84,BK,no,si,2022-10-04,2023-12-27
8445.40.90,84,BK,no,si,2022-10-04,2023-12-27
8445.90.10,84,BK,no,si,2022-10-04,2023-12-27
8445.90.20,84,BK,no,si,2022-10-04,2023-12-27
8445.90.30,84,BK,no,si,2022-10-04,2023-12-27
8445.90.40,84,BK,no,si,2022-10-04,2023-12-27
8445.90.90,84,BK,no,si,2022-10-04,2023-12-27
8446.10.10,84,BK,no,si,2022-10-04,2023-12-27
8446.10.90,84,BK,no,si,2022-10-04,2023-12-27
8446.21.00,84,BK,no,si,2022-10-04,2023-12-27
8446.29.00,84,BK,no,si,2022-10-04,2023-12-27
8446.30.10,84,BK,no,si,2022-10-04,2023-12-27
8446.30.20,84,BK,no,si,2022-10-04,2023-12-27
8446.30.30,84,BK,no,si,2022-10-04,2023-12-27
8446.30.40,84,BK,no,si,2022-10-04,2023-12-27
8446.30.90,84,BK,no,si,2022-10-04,2023-12-27
8447.11.00,84,BK,no,si,2022-10-04,2023-12-27
8447.12.00,84,BK,no,si,2022-10-04,2023-12-27
8447.20.10,84,,no,si,2022-10-04,2023-12-27
8447.20.21,84,BK,no,si,2022-10-04,2023-12-27
8447.20.29,84,BK,no,si,2022-10-04,2023-12-27
8447.20.30,84,BK,no,si,2022-10-04,2023-12-27
8447.90.10,84,BK,no,si,2022-10-04,2023-12-27
8447.90.20,84,BK,no,si,2022-10-04,2023-12-27
8447.90.90,84,BK,no,si,2022-10-04,2023-12-27
8448.11.10,84,BK,no,si,2022-10-04,2023-12-27
8448.11.20,84,BK,no,si,2022-10-04,2023-12-27
8448.11.90,84,BK,no,si,2022-10-04,2023-12-27
8448.19.00,84,BK,no,si,2022-10-04,2023-12-27
8448.20.10,84,BK,no,si,2022-10-04,2023-12-27
8448.20.20,84,BK,no,si,2022-10-04,2023-12-27
8448.20.30,84,BK,no,si,2022-10-04,2023-12-27
8448.20.90,84,BK,no,si,2022-10-04,2023-12-27
8448.31.00,84,BK,no,si,2022-10-04,2023-12-27
8448.32.11,84,BK,no,si,2022-10-04,2023-12-27
8448.32.19,84,BK,no,si,2022-10-04,2023-12-27
8448.32.20,84,BK,no,si,2022-10-04,2023-12-27
8448.32.30,84,BK,no,si,2022-10-04,2023-12-27
8448.32.40,84,BK,no,si,2022-10-04,2023-12-27
8448.32.50,84,BK,no,si,2022-10-04,2023-12-27
8448.32.90,84,BK,no,si,2022-10-04,2023-12-27
8448.33.10,84,BK,no,si,2022-10-04,2023-12-27
8448.33.90,84,BK,no,si,2022-10-04,2023-12-27
8448.39.11,84,BK,no,si,2022-10-04,2023-12-27
8448.39.12,84,BK,no,si,2022-10-04,2023-12-27
8448.39.17,84,BK,no,si,2022-10-04,2023-12-27
8448.39.19,84,BK,no,si,2022-10-04,2023-12-27
8448.39.21,84,BK,no,si,2022-10-04,2023-12-27
8448.39.22,84,BK,no,si,2022-10-04,2023-12-27
8448.39.23,84,BK,no,si,2022-10-04,2023-12-27
8448.39.29,84,BK,no,si,2022-10-04,2023-12-27
8448.39.91,84,BK,no,si,2022-10-04,2023-12-27
8448.39.92,84,BK,no,si,2022-10-04,2023-12-27
8448.39.99,84,BK,no,si,2022-10-04,2023-12-27
8448.42.00,84,BK,no,si,2022-10-04,2023-12-27
8448.49.10,84,BK,no,si,2022-10-04,2023-12-27
8448.49.20,84,BK,no,si,2022-10-04,2023-12-27
8448.49.90,84,BK,no,si,2022-10-04,2023-12-27
8448.51.10,84,,no,si,2022-10-04,2023-12-27
8448.51.90,84,,no,si,2022-10-04,2023-12-27
8448.59.10,84,BK,no,si,2022-10-04,2023-12-27
8448.59.21,84,,no,si,2022-10-04,2023-12-27
8448.59.22,84,BK,no,si,2022-10-04,2023-12-27
8448.59.29,84,BK,no,si,2022-10-04,2023-12-27
8448.59.30,84,BK,no,si,2022-10-04,2023-12-27
8448.59.40,84,BK,no,si,2022-10-04,2023-12-27
8448.59.90,84,BK,no,si,2022-10-04,2023-12-27
8449.00.10,84,BK,no,si,2022-10-04,2023-12-27
8449.00.20,84,BK,no,si,2022-10-04,2023-12-27
8449.00.80,84,BK,no,si,2022-10-04,2023-12-27
8449.00.91,84,BK,no,si,2022-10-04,2023-12-27
8449.00.99,84,BK,no,si,2022-10-04,2023-12-27
8450.11.00,84,,si,si,2022-08-25,2023-12-27
8450.12.00,84,,no,si,2022-10-04,2023-12-27
8450.19.00,84,,si,si,2022-08-25,2023-12-27
8450.20.10,84,BK,no,si,2022-10-04,2023-12-27
8450.20.90,84,BK,no,si,2022-10-04,2023-12-27
8450.90.10,84,BK,no,si,2022-10-04,2023-12-27
8450.90.90,84,,no,si,2022-10-04,2023-12-27
8451.10.00,84,BK,no,si,2022-10-04,2023-12-27
8451.21.00,84,,si,si,2022-08-25,2023-12-27
8451.29.10,84,BK,no,si,2022-10-04,2023-12-27
8451.29.90,84,BK,no,si,2022-10-04,2023-12-27
8451.30.10,84,BK,no,si,2022-10-04,2023-12-27
8451.30.91,84,,no,si,2022-10-04,2023-12-27
8451.30.99,84,BK,si,si,2022-08-25,2023-12-27
8451.40.10,84,BK,no,si,2022-10-04,2023-12-27
8451.40.21,84,BK,no,si,2022-10-04,2023-12-27
8451.40.29,84,BK,no,si,2022-10-04,2023-12-27
8451.40.90,84,BK,no,si,2022-10-04,2023-12-27
8451.50.10,84,BK,no,si,2022-10-04,2023-12-27
8451.50.20,84,BK,no,si,2022-10-04,2023-12-27
8451.50.90,84,BK,no,si,2022-10-04,2023-12-27
8451.80.00,84,BK,no,si,2022-10-04,2023-12-27
8451.90.10,84,,no,si,2022-10-04,2023-12-27
8451.90.90,84,BK,no,si,2022-10-04,2023-12-27
8452.10.00,84,,no,si,2022-10-04,2023-12-27
8452.21.10,84,BK,no,si,2022-10-04,2023-12-27
8452.21.20,84,BK,no,si,2022-10-04,2023-12-27
8452.21.90,84,BK,no,si,2022-10-04,2023-12-27
8452.29.10,84,BK,no,si,2022-10-04,2023-12-27
8452.29.21,84,BK,no,si,2022-10-04,2023-12-27
8452.29.22,84,BK,no,si,2022-10-04,2023-12-27
8452.29.23,84,BK,no,si,2022-10-04,2023-12-27
8452.29.24,84,BK,no,si,2022-10-04,2023-12-27
8452.29.25,84,BK,no,si,2022-10-04,2023-12-27
8452.29.29,84,BK,no,si,2022-10-04,2023-12-27
8452.29.90,84,BK,no,si,2022-10-04,2023-12-27
8452.30.00,84,BK,no,si,2022-10-04,2023-12-27
8452.90.20,84,,no,si,2022-10-04,2023-12-27
8452.90.81,84,,no,si,2022-10-04,2023-12-27
8452.90.89,84,,no,si,2022-10-04,2023-12-27
8452.90.91,84,BK,no,si,2022-10-04,2023-12-27
8452.90.92,84,BK,no,si,2022-10-04,2023-12-27
8452.90.93,84,BK,no,si,2022-10-04,2023-12-27
8452.90.94,84,BK,no,si,2022-10-04,2023-12-27
8452.90.99,84,BK,no,si,2022-10-04,2023-12-27
8453.10.10,84,BK,no,si,2022-10-04,2023-12-27
8453.10.90,84,BK,no,si,2022-10-04,2023-12-27
8453.20.00,84,BK,no,si,2022-10-04,2023-12-27
8453.80.00,84,BK,no,si,2022-10-04,2023-12-27
8453.90.00,84,BK,no,si,2022-10-04,2023-12-27
8454.10.00,84,BK,no,si,2022-10-04,2023-12-27
8454.20.10,84,BK,si,si,2022-08-25,2023-12-27
8454.20.90,84,BK,no,si,2022-10-04,2023-12-27
8454.30.10,84,BK,no,si,2022-10-04,2023-12-27
8454.30.20,84,BK,no,si,2022-10-04,2023-12-27
8454.30.90,84,BK,no,si,2022-10-04,2023-12-27
8454.90.10,84,BK,no,si,2022-10-04,2023-12-27
8454.90.90,84,BK,no,si,2022-10-04,2023-12-27
8455.10.00,84,BK,no,si,2022-10-04,2023-12-27
8455.21.10,84,BK,no,si,2022-10-04,2023-12-27
8455.21.90,84,BK,no,si,2022-10-04,2023-12-27
8455.22.10,84,BK,no,si,2022-10-04,2023-12-27
8455.22.90,84,BK,no,si,2022-10-04,2023-12-27
8455.30.10,84,BK,si,si,2022-08-25,2023-12-27
8455.30.20,84,BK,no,si,2022-10-04,2023-12-27
8455.30.90,84,BK,no,si,2022-10-04,2023-12-27
8455.90.00,84,BK,no,si,2022-10-04,2023-12-27
8456.11.11,84,BK,si,si,2022-08-25,2023-12-27
8456.11.19,84,BK,no,si,2022-10-04,2023-12-27
8456.11.90,84,BK,no,si,2022-10-04,2023-12-27
8456.12.11,84,BK,no,si,2022-10-04,2023-12-27
8456.12.19,84,BK,no,si,2022-10-04,2023-12-27
8456.12.90,84,BK,no,si,2022-10-04,2023-12-27
8456.20.10,84,BK,no,si,2022-10-04,2023-12-27
8456.20.90,84,BK,no,si,2022-10-04,2023-12-27
8456.30.11,84,BK,no,si,2022-10-04,2023-12-27
8456.30.19,84,BK,no,si,2022-10-04,2023-12-27
8456.30.90,84,BK,no,si,2022-10-04,2023-12-27
8456.40.00,84,BK,no,si,2022-10-04,2023-12-27
8456.50.00,84,BK,no,si,2022-10-04,2023-12-27
8456.90.00,84,BK,no,si,2022-10-04,2023-12-27
8457.10.00,84,BK,no,si,2022-10-04,2023-12-27
8457.20.10,84,BK,no,si,2022-10-04,2023-12-27
8457.20.90,84,BK,no,si,2022-10-04,2023-12-27
8457.30.10,84,BK,no,si,2022-10-04,2023-12-27
8457.30.90,84,BK,no,si,2022-10-04,2023-12-27
8458.11.10,84,BK,no,si,2022-10-04,2023-12-27
8458.11.91,84,BK,no,si,2022-10-04,2023-12-27
8458.11.99,84,BK,no,si,2022-10-04,2023-12-27
8458.19.10,84,BK,no,si,2022-10-04,2023-12-27
8458.19.90,84,BK,no,si,2022-10-04,2023-12-27
8458.91.00,84,BK,no,si,2022-10-04,2023-12-27
8458.99.00,84,BK,no,si,2022-10-04,2023-12-27
8459.10.00,84,BK,no,si,2022-10-04,2023-12-27
8459.21.10,84,BK,no,si,2022-10-04,2023-12-27
8459.21.91,84,BK,no,si,2022-10-04,2023-12-27
8459.21.99,84,BK,no,si,2022-10-04,2023-12-27
8459.29.00,84,BK,no,si,2022-10-04,2023-12-27
8459.31.00,84,BK,no,si,2022-10-04,2023-12-27
8459.39.00,84,BK,no,si,2022-10-04,2023-12-27
8459.41.00,84,BK,no,si,2022-10-04,2023-12-27
8459.49.00,84,BK,no,si,2022-10-04,2023-12-27
8459.51.00,84,BK,no,si,2022-10-04,2023-12-27
8459.59.00,84,BK,no,si,2022-10-04,2023-12-27
8459.61.00,84,BK,no,si,2022-10-04,2023-12-27
8459.69.00,84,BK,no,si,2022-10-04,2023-12-27
8459.70.00,84,BK,no,si,2022-10-04,2023-12-27
8460.12.00,84,BK,no,si,2022-10-04,2023-12-27
8460.19.00,84,BK,no,si,2022-10-04,2023-12-27
8460.22.00,84,BK,no,si,2022-10-04,2023-12-27
8460.23.00,84,BK,no,si,2022-10-04,2023-12-27
8460.24.00,84,BK,no,si,2022-10-04,2023-12-27
8460.29.00,84,BK,no,si,2022-10-04,2023-12-27
8460.31.00,84,BK,no,si,2022-10-04,2023-12-27
8460.39.00,84,BK,no,si,2022-10-04,2023-12-27
8460.40.11,84,BK,no,si,2022-10-04,2023-12-27
8460.40.19,84,BK,no,si,2022-10-04,2023-12-27
8460.40.91,84,BK,no,si,2022-10-04,2023-12-27
8460.40.99,84,BK,no,si,2022-10-04,2023-12-27
8460.90.11,84,BK,no,si,2022-10-04,2023-12-27
8460.90.12,84,BK,no,si,2022-10-04,2023-12-27
8460.90.19,84,BK,no,si,2022-10-04,2023-12-27
8460.90.90,84,BK,no,si,2022-10-04,2023-12-27
8461.20.10,84,BK,no,si,2022-10-04,2023-12-27
8461.20.90,84,BK,no,si,2022-10-04,2023-12-27
8461.30.10,84,BK,no,si,2022-10-04,2023-12-27
8461.30.90,84,BK,no,si,2022-10-04,2023-12-27
8461.40.10,84,BK,no,si,2022-10-04,2023-12-27
8461.40.91,84,BK,no,si,2022-10-04,2023-12-27
8461.40.99,84,BK,no,si,2022-10-04,2023-12-27
8461.50.10,84,BK,si,si,2022-08-25,2023-12-27
8461.50.20,84,BK,si,si,2022-08-25,2023-12-27
8461.50.90,84,BK,no,si,2022-10-04,2023-12-27
8461.90.10,84,BK,no,si,2022-10-04,2023-12-27
8461.90.90,84,BK,no,si,2022-10-04,2023-12-27
8462.10.11,84,BK,no,si,2022-10-04,2023-12-27
8462.10.19,84,BK,no,si,2022-10-04,2023-12-27
8462.10.90,84,BK,no,si,2022-10-04,2023-12-27
8462.21.00,84,BK,no,si,2022-10-04,2023-12-27
8462.29.00,84,BK,no,si,2022-10-04,2023-12-27
8462.31.00,84,BK,no,si,2022-10-04,2023-12-27
8462.39.10,84,BK,si,si,2022-08-25,2023-12-27
8462.39.90,84,BK,no,si,2022-10-04,2023-12-27
8462.41.00,84,BK,no,si,2022-10-04,2023-12-27
8462.49.00,84,BK,no,si,2022-10-04,2023-12-27
8462.91.11,84,BK,no,si,2022-10-04,2023-12-27
8462.91.19,84,BK,si,si,2022-08-25,2023-12-27
8462.91.91,84,BK,no,si,2022-10-04,2023-12-27
8462.91.99,84,BK,no,si,2022-10-04,2023-12-27
8462.99.10,84,BK,no,si,2022-10-04,2023-12-27
8462.99.20,84,BK,no,si,2022-10-04,2023-12-27
8462.99.90,84,BK,no,si,2022-10-04,2023-12-27
8463.10.10,84,BK,no,si,2022-10-04,2023-12-27
8463.10.90,84,BK,no,si,2022-10-04,2023-12-27
8463.20.10,84,BK,no,si,2022-10-04,2023-12-27
8463.20.91,84,BK,no,si,2022-10-04,2023-12-27
8463.20.99,84,BK,no,si,2022-10-04,2023-12-27
8463.30.00,84,BK,no,si,2022-10-04,2023-12-27
8463.90.10,84,BK,no,si,2022-10-04,2023-12-27
8463.90.90,84,BK,no,si,2022-10-04,2023-12-27
8464.10.00,84,BK,no,si,2022-10-04,2023-12-27
8464.20.10,84,BK,no,si,2022-10-04,2023-12-27
8464.20.21,84,BK,no,si,2022-10-04,2023-12-27
8464.20.29,84,BK,no,si,2022-10-04,2023-12-27
8464.20.90,84,BK,no,si,2022-10-04,2023-12-27
8464.90.11,84,BK,no,si,2022-10-04,2023-12-27
8464.90.19,84,BK,no,si,2022-10-04,2023-12-27
8464.90.90,84,BK,no,si,2022-10-04,2023-12-27
8465.10.00,84,BK,no,si,2022-10-04,2023-12-27
8465.20.00,84,BK,si,si,2022-08-25,2023-12-27
8465.91.10,84,BK,no,si,2022-10-04,2023-12-27
8465.91.20,84,BK,si,si,2022-08-25,2023-12-27
8465.91.90,84,BK,no,si,2022-10-04,2023-12-27
8465.92.00,84,,si,no,2022-08-25,2022-10-04
8465.92.11,84,BK,si,si,2022-08-25,2023-12-27
8465.92.19,84,BK,no,si,2022-10-04,2023-12-27
8465.92.90,84,BK,no,si,2022-10-04,2023-12-27
8465.93.10,84,BK,no,si,2022-10-04,2023-12-27
8465.93.90,84,BK,no,si,2022-10-04,2023-12-27
8465.94.00,84,BK,no,si,2022-10-04,2023-12-27
8465.95.11,84,BK,no,si,2022-10-04,2023-12-27
8465.95.12,84,BK,no,si,2022-10-04,2023-12-27
8465.95.91,84,BK,no,si,2022-10-04,2023-12-27
8465.95.92,84,BK,no,si,2022-10-04,2023-12-27
8465.96.00,84,BK,no,si,2022-10-04,2023-12-27
8465.99.00,84,BK,no,si,2022-10-04,2023-12-27
8466.10.00,84,BK,no,si,2022-10-04,2023-12-27
8466.20.10,84,BK,no,si,2022-10-04,2023-12-27
8466.20.90,84,BK,no,si,2022-10-04,2023-12-27
8466.30.00,84,BK,no,si,2022-10-04,2023-12-27
8466.91.00,84,BK,no,si,2022-10-04,2023-12-27
8466.92.00,84,BK,no,si,2022-10-04,2023-12-27
8466.93.11,84,BK,no,si,2022-10-04,2023-12-27
8466.93.19,84,BK,no,si,2022-10-04,2023-12-27
8466.93.20,84,BK,no,si,2022-10-04,2023-12-27
8466.93.30,84,BK,no,si,2022-10-04,2023-12-27
8466.93.40,84,BK,no,si,2022-10-04,2023-12-27
8466.93.50,84,BK,no,si,2022-10-04,2023-12-27
8466.93.60,84,BK,no,si,2022-10-04,2023-12-27
8466.94.10,84,BK,no,si,2022-10-04,2023-12-27
8466.94.20,84,BK,no,si,2022-10-04,2023-12-27
8466.94.30,84,BK,no,si,2022-10-04,2023-12-27
8466.94.90,84,BK,no,si,2022-10-04,2023-12-27
8467.11.10,84,BK,no,si,2022-10-04,2023-12-27
8467.11.90,84,BK,no,si,2022-10-04,2023-12-27
8467.19.00,84,BK,no,si,2022-10-04,2023-12-27
8467.21.00,84,,si,si,2022-08-25,2023-12-27
8467.22.00,84,,no,si,2022-10-04,2023-12-27
8467.29.10,84,,no,si,2022-10-04,2023-12-27
8467.29.91,84,,no,si,2022-10-04,2023-12-27
8467.29.92,84,,si,si,2022-08-25,2023-12-27
8467.29.93,84,BK,si,si,2022-08-25,2023-12-27
8467.29.99,84,,si,si,2022-08-25,2023-12-27
8467.81.00,84,BK,no,si,2022-10-04,2023-12-27
8467.89.00,84,BK,no,si,2022-10-04,2023-12-27
8467.91.00,84,BK,no,si,2022-10-04,2023-12-27
8467.92.00,84,BK,no,si,2022-10-04,2023-12-27
8467.99.00,84,BK,no,si,2022-10-04,2023-12-27
8468.10.00,84,,no,si,2022-10-04,2023-12-27
8468.20.00,84,BK,no,si,2022-10-04,2023-12-27
8468.80.10,84,BK,no,si,2022-10-04,2023-12-27
8468.80.90,84,BK,no,si,2022-10-04,2023-12-27
8468.90.10,84,,no,si,2022-10-04,2023-12-27
8468.90.20,84,BK,no,si,2022-10-04,2023-12-27
8468.90.90,84,BK,no,si,2022-10-04,2023-12-27
8470.10.00,84,,no,si,2022-10-04,2023-12-27
8470.21.00,84,,no,si,2022-10-04,2023-12-27
8470.29.00,84,,no,si,2022-10-04,2023-12-27
8470.30.00,84,,no,si,2022-10-04,2023-12-27
8470.50.11,84,BIT,no,si,2022-10-04,2023-12-27
8470.50.19,84,BIT,si,si,2022-08-25,2023-12-27
8470.50.90,84,BK,no,si,2022-10-04,2023-12-27
8470.90.10,84,BK,no,si,2022-10-04,2023-12-27
8470.90.90,84,BK,no,si,2022-10-04,2023-12-27
8471.30.11,84,BIT,no,si,2022-10-04,2023-12-27
8471.30.12,84,BIT,si,si,2022-08-25,2023-12-27
8471.30.19,84,BIT,si,si,2022-08-25,2023-12-27
8471.30.90,84,BIT,si,si,2022-08-25,2023-12-27
8471.41.10,84,BIT,no,si,2022-10-04,2023-12-27
8471.41.90,84,BIT,no,si,2022-10-04,2023-12-27
8471.49.00,84,BIT,no,si,2022-10-04,2023-12-27
8471.50.10,84,BIT,si,si,2022-08-25,2023-12-27
8471.50.20,84,BIT,no,si,2022-10-04,2023-12-27
8471.50.30,84,BIT,no,si,2022-10-04,2023-12-27
8471.50.40,84,BIT,no,si,2022-10-04,2023-12-27
8471.50.90,84,BIT,si,si,2022-08-25,2023-12-27
8471.60.52,84,BIT,si,si,2022-08-25,2023-12-27
8471.60.53,84,BIT,si,si,2022-08-25,2023-12-27
8471.60.54,84,BIT,no,si,2022-10-04,2023-12-27
