ncm,capitulo,trayectoria,entrada,salida,descripcion_trayectoria
8401.10.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8401.20.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8401.40.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8402.11.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8402.12.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8402.19.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8402.20.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8402.90.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8403.10.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8403.90.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8404.10.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8404.10.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8404.20.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8404.90.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8404.90.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8405.10.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8405.90.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8406.10.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8406.81.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8406.82.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8406.90.11,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8406.90.19,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8406.90.21,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8406.90.29,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8406.90.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8407.10.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8407.21.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8407.21.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8407.29.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8407.29.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8407.90.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8408.10.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8408.10.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8408.90.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8408.90.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8409.10.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8410.11.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8410.12.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8410.13.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8410.90.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8411.11.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8411.12.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8411.21.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8411.22.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8411.81.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8411.82.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8411.91.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8411.99.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8412.10.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8412.21.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8412.21.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8412.29.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8412.31.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8412.31.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8412.39.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8412.80.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8412.90.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8412.90.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8412.90.80,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8412.90.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8413.11.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8413.19.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8413.40.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8413.50.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8413.50.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8413.60.11,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8413.60.19,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8413.60.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8413.70.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8413.70.80,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8413.70.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8413.81.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8413.82.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8413.91.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8413.91.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8413.92.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8414.10.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8414.30.19,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.30.99,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8414.40.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.40.20,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8414.40.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.59.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.59.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8414.80.11,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.80.12,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8414.80.13,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.80.19,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.80.21,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.80.22,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.80.29,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.80.31,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8414.80.32,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8414.80.33,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.80.38,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.80.39,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.80.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.90.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.90.31,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.90.32,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.90.33,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.90.34,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8414.90.39,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8415.10.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8415.20.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8415.81.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8415.82.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8415.83.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8415.90.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8416.10.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8416.20.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8416.20.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8416.30.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8416.90.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8417.10.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8417.10.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8417.10.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8417.20.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8417.80.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8417.80.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8417.80.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8417.90.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8418.50.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8418.50.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8418.61.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8418.69.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8418.69.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8418.69.91,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8418.69.99,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8418.99.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8419.20.00,84,G3,,,nunca alcanzada por el régimen
8419.31.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8419.32.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8419.39.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8419.40.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8419.40.20,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8419.40.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8419.50.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8419.50.21,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8419.50.22,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8419.50.29,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8419.50.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8419.60.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8419.81.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8419.81.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8419.89.11,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8419.89.19,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8419.89.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8419.89.30,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8419.89.40,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8419.89.91,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8419.89.99,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8419.90.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8419.90.31,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8419.90.39,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8419.90.40,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8419.90.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8420.10.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8420.10.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8420.91.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8420.99.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.11.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.11.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.12.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8421.19.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.19.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8421.21.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8421.22.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.29.11,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.29.19,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.29.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.29.30,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.29.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8421.39.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.39.30,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.39.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.91.91,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.91.99,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.99.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8421.99.91,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8421.99.99,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8422.19.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8422.20.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8422.30.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8422.30.21,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8422.30.22,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8422.30.23,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8422.30.29,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8422.30.30,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8422.40.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8422.40.30,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8422.40.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8422.90.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8423.20.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8423.30.11,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8423.30.19,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8423.30.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8423.81.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8423.81.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8423.82.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8423.89.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8423.90.29,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8424.20.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8424.30.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8424.30.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8424.30.30,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8424.30.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8424.41.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8424.49.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8424.82.21,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8424.82.29,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8424.82.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8424.89.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8424.89.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8424.90.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8425.11.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8425.19.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8425.31.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8425.31.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8425.39.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8425.39.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8425.41.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8425.49.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8426.11.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8426.12.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8426.19.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8426.20.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8426.30.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8426.41.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8426.41.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8426.49.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8426.49.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8426.91.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8426.99.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8427.10.11,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8427.10.19,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8427.10.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8427.20.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8427.20.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8427.90.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8428.10.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8428.20.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8428.20.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8428.31.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8428.32.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8428.33.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8428.39.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8428.39.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8428.39.30,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8428.39.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8428.40.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8428.60.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8428.90.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8428.90.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8428.90.30,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8428.90.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8429.11.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.11.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.19.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.19.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.20.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.20.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.30.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.40.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.51.11,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.51.19,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.51.21,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.51.29,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.51.91,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.51.92,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.51.99,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.52.11,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.52.12,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.52.19,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.52.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.52.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8429.59.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.10.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.20.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.31.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.31.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.39.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.39.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.41.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.41.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.41.30,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.41.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.49.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.49.20,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.49.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.50.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.61.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.69.11,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.69.19,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8430.69.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8431.10.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8431.20.11,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8431.20.19,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8431.20.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8431.31.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8431.31.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8431.39.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8431.41.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8431.42.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8431.43.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8431.43.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8431.49.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8431.49.21,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8431.49.22,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8431.49.23,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8431.49.29,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8432.10.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8432.21.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8432.29.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8432.31.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8432.31.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8432.39.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8432.39.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8432.41.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8432.42.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8432.80.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8432.90.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8433.20.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8433.20.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8433.30.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8433.40.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8433.51.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8433.52.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8433.53.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8433.59.11,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8433.59.19,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8433.59.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8433.60.10,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8433.60.21,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8433.60.29,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8433.60.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8433.90.90,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8434.10.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8434.20.10,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8434.20.90,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8434.90.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8435.10.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8435.90.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8436.10.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8436.21.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8436.29.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8436.80.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
8436.91.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8436.99.00,84,G2,2022-10-04,2023-12-27,incorporada en octubre de 2022
8437.10.00,84,G1,2022-08-25,2023-12-27,bajo licencia desde agosto de 2022
